OrderID,WorkflowUUID,Location,OrderDate,GrossAOV,PromotionsOnItems,PriceAdjustments,DeliveryFee,PromotionsOnDelivery,Tips,MarketplaceFee,TotalPayout,PayoutDate,PrimaryKey
#51316,4d456bea-05b4-43fe-9bad-20d22fb51316,Friedrichshain,2023-01-30,14.4,-2.88,0.0,0.0,0.0,0.0,-4.12,7.4,06/02/2023,#51316 - Friedrichshain - 2023-01-30
#59445,32828317-d069-4095-af20-16a216f59445,Friedrichshain,2023-01-30,20.1,-2.88,0.0,0.0,0.0,0.0,-6.15,11.07,06/02/2023,#59445 - Friedrichshain - 2023-01-30
#E2595,19cd71ac-26cd-4a09-a2c0-2ca0051e2595,Friedrichshain,2023-01-31,25.3,-5.06,0.0,0.0,0.0,0.0,-7.22,13.02,06/02/2023,#E2595 - Friedrichshain - 2023-01-31
#8E24D,2186d416-9a46-4087-a4d5-0852faf8e24d,Friedrichshain,2023-01-31,17.2,-2.18,0.0,0.0,0.0,0.0,-5.37,9.65,06/02/2023,#8E24D - Friedrichshain - 2023-01-31
#F8B70,09233ec3-ae65-474d-a604-5849125f8b70,Friedrichshain,2023-01-31,12.3,-2.18,0.0,0.0,0.0,0.0,-3.62,6.5,06/02/2023,#F8B70 - Friedrichshain - 2023-01-31
#16F7A,ef8bd120-cfaf-40ea-b613-9f36e2f16f7a,Friedrichshain,2023-01-31,15.3,-2.88,0.0,0.0,0.0,0.0,-4.44,7.98,06/02/2023,#16F7A - Friedrichshain - 2023-01-31
#F1D09,058f6fb0-5b50-450c-ab24-d492b5ff1d09,Friedrichshain,2023-01-31,28.9,-2.88,0.0,0.0,0.0,0.0,-9.29,16.73,06/02/2023,#F1D09 - Friedrichshain - 2023-01-31
#794F2,18884bc2-d7b2-49f2-8204-b92dba8794f2,Friedrichshain,2023-01-31,25.9,-2.88,0.0,0.0,0.0,0.0,-8.22,14.8,06/02/2023,#794F2 - Friedrichshain - 2023-01-31
#57D7A,7f55ee5a-3bbd-4ed6-afd6-f6eddcd57d7a,Friedrichshain,2023-01-31,15.3,-0.7,0.0,0.0,0.0,0.0,-5.21,9.39,06/02/2023,#57D7A - Friedrichshain - 2023-01-31
#E77F7,fd6f6fa2-1dbd-40a0-a632-1d0f53fe77f7,Friedrichshain,2023-01-31,23.2,-2.88,0.0,0.0,0.0,0.0,-7.26,13.06,06/02/2023,#E77F7 - Friedrichshain - 2023-01-31
#606AF,a4a66bb7-3551-457b-b7d9-ee0fd7f606af,Friedrichshain,2023-01-31,29.0,-2.88,0.0,0.0,0.0,0.0,-9.33,16.79,06/02/2023,#606AF - Friedrichshain - 2023-01-31
#C3C6D,d142a239-7748-4541-9563-0b943f1c3c6d,Friedrichshain,2023-01-31,28.0,-2.88,0.0,0.0,0.0,0.0,-8.97,16.15,06/02/2023,#C3C6D - Friedrichshain - 2023-01-31
#52048,8f606f4c-4eb2-42dc-a373-19d8e6852048,Friedrichshain,2023-01-31,17.8,-2.18,0.0,0.0,0.0,0.0,-5.58,10.04,06/02/2023,#52048 - Friedrichshain - 2023-01-31
#A4802,0c049528-6ec9-4132-9f1e-067f4eba4802,Mitte,2023-01-01,15.4,0.0,0.0,0.0,0.0,0.0,-5.5,9.9,02/01/2023,#A4802 - Mitte - 2023-01-01
#618B9,10bbb9f3-910f-46b4-bdbf-6ee6679618b9,Mitte,2023-01-01,17.7,0.0,0.0,0.0,0.0,0.0,-6.32,11.38,02/01/2023,#618B9 - Mitte - 2023-01-01
#ED026,7ac130ef-7955-4e94-9b16-fcb72f9ed026,Mitte,2023-01-01,20.7,0.0,0.0,0.0,0.0,0.0,-7.39,13.31,02/01/2023,#ED026 - Mitte - 2023-01-01
#1C517,f6aaa940-0160-4157-8abd-6ba42bc1c517,Mitte,2023-01-01,23.1,0.0,0.0,0.0,0.0,0.0,-8.25,14.85,02/01/2023,#1C517 - Mitte - 2023-01-01
#3553B,d4b9ca68-0ee9-4900-ae9f-bca7d193553b,Mitte,2023-01-01,19.7,0.0,0.0,0.0,0.0,0.0,-7.03,12.67,02/01/2023,#3553B - Mitte - 2023-01-01
#76342,e359f785-e255-4e9d-aafb-60c79f176342,Mitte,2023-01-01,36.1,0.0,0.0,0.0,0.0,0.0,-12.89,23.21,02/01/2023,#76342 - Mitte - 2023-01-01
#27FFE,1e2a8da6-daf4-4a03-9b82-fab01bd27ffe,Mitte,2023-01-01,11.0,0.0,0.0,0.0,0.0,0.0,-3.93,7.07,02/01/2023,#27FFE - Mitte - 2023-01-01
#4F3FA,150749f9-b82b-4b0c-8a63-8f3266a4f3fa,Mitte,2023-01-01,26.7,0.0,0.0,0.0,0.0,0.0,-9.53,17.17,02/01/2023,#4F3FA - Mitte - 2023-01-01
#44747,6b331e2d-ff07-4c73-911d-24adad844747,Mitte,2023-01-01,14.4,0.0,0.0,0.0,0.0,0.0,-5.14,9.26,02/01/2023,#44747 - Mitte - 2023-01-01
#1245F,2fcae130-69c7-4fb1-bd1f-0094a211245f,Mitte,2023-01-01,11.9,0.0,0.0,0.0,0.0,0.0,-4.25,7.65,02/01/2023,#1245F - Mitte - 2023-01-01
#2A7CA,125caa69-e200-419f-8c90-27285662a7ca,Mitte,2023-01-01,14.8,-5.0,0.0,0.0,0.0,0.0,-3.5,6.3,02/01/2023,#2A7CA - Mitte - 2023-01-01
#91D05,c5c04ecd-cc80-44d4-bde8-621ca4391d05,Mitte,2023-01-01,15.8,0.0,0.0,0.0,0.0,0.0,-5.64,10.16,02/01/2023,#91D05 - Mitte - 2023-01-01
#FD87C,38092338-8847-43f6-9285-44ec357fd87c,Mitte,2023-01-02,72.1,0.0,0.0,0.0,0.0,0.0,-25.74,46.36,09/01/2023,#FD87C - Mitte - 2023-01-02
#B64C1,2d0d7f89-d7c4-4d42-ac96-c7c4e47b64c1,Mitte,2023-01-02,10.9,0.0,0.0,0.0,0.0,0.0,-3.89,7.01,09/01/2023,#B64C1 - Mitte - 2023-01-02
#0AFFE,961e5bab-d4ff-4996-b47f-113000b0affe,Mitte,2023-01-02,31.5,0.0,0.0,0.0,0.0,0.0,-11.25,20.25,09/01/2023,#0AFFE - Mitte - 2023-01-02
#053B3,22f10267-11e5-4e8b-bcb2-23d44b5053b3,Mitte,2023-01-02,20.3,0.0,0.0,0.0,0.0,0.0,-7.25,13.05,09/01/2023,#053B3 - Mitte - 2023-01-02
#8AD9D,8ad14a4d-2a8c-4173-9692-8f4b1fc8ad9d,Mitte,2023-01-02,23.9,0.0,0.0,0.0,0.0,0.0,-8.53,15.37,09/01/2023,#8AD9D - Mitte - 2023-01-02
#F1598,c760e8b0-1d53-40dd-b2af-4c73328f1598,Mitte,2023-01-02,16.3,0.0,0.0,0.0,0.0,0.0,-5.82,10.48,09/01/2023,#F1598 - Mitte - 2023-01-02
#09BAE,c84e479e-f390-45d7-8818-7e9077f09bae,Mitte,2023-01-02,15.4,0.0,0.0,0.0,0.0,0.0,-5.5,9.9,09/01/2023,#09BAE - Mitte - 2023-01-02
#27B32,993996d3-1d78-476a-9657-78198b027b32,Mitte,2023-01-02,32.2,0.0,0.0,0.0,0.0,0.0,-11.5,20.7,09/01/2023,#27B32 - Mitte - 2023-01-02
#6F1AF,e7ff51be-ce45-4c5b-b36a-ef866636f1af,Mitte,2023-01-02,23.8,0.0,0.0,0.0,0.0,0.0,-8.5,15.3,09/01/2023,#6F1AF - Mitte - 2023-01-02
#3D66F,0f680492-cbc9-46d8-9374-078742b3d66f,Mitte,2023-01-02,11.6,0.0,0.0,0.0,0.0,0.0,-4.14,7.46,09/01/2023,#3D66F - Mitte - 2023-01-02
#1B48B,871bca75-f6d6-48a3-a6f1-d7139a21b48b,Mitte,2023-01-02,15.4,0.0,0.0,0.0,0.0,0.0,-5.5,9.9,09/01/2023,#1B48B - Mitte - 2023-01-02
#7EEB6,8efa09fb-dc1a-4d20-830d-a73a5f37eeb6,Mitte,2023-01-02,23.0,0.0,0.0,0.0,0.0,0.0,-8.21,14.79,09/01/2023,#7EEB6 - Mitte - 2023-01-02
#789B2,5d55fa16-4047-4f98-aaae-25ad9a6789b2,Mitte,2023-01-03,10.9,0.0,0.0,0.0,0.0,0.0,-3.89,7.01,09/01/2023,#789B2 - Mitte - 2023-01-03
#F1602,c35cf046-7af8-4a75-a1b2-06aa01ff1602,Mitte,2023-01-03,15.8,0.0,0.0,0.0,0.0,0.0,-5.64,10.16,09/01/2023,#F1602 - Mitte - 2023-01-03
#194CC,c2c0b053-0efb-4f06-9cd0-bea870a194cc,Mitte,2023-01-03,20.5,0.0,0.0,0.0,0.0,0.0,-7.32,13.18,09/01/2023,#194CC - Mitte - 2023-01-03
#C9BA7,87c4bf4e-f85a-4fc2-a1de-a3b2fc4c9ba7,Mitte,2023-01-03,15.4,0.0,0.0,0.0,0.0,0.0,-5.5,9.9,09/01/2023,#C9BA7 - Mitte - 2023-01-03
#12FE2,5203afff-f31d-408a-8890-574344112fe2,Mitte,2023-01-03,19.1,0.0,0.0,0.0,0.0,0.0,-6.82,12.28,09/01/2023,#12FE2 - Mitte - 2023-01-03
#CA955,a4d30b98-dc44-4ded-8e15-616c0a3ca955,Mitte,2023-01-04,11.9,0.0,0.0,0.0,0.0,0.0,-4.25,7.65,09/01/2023,#CA955 - Mitte - 2023-01-04
#6204C,0cc5796d-0b63-4fa8-a3ab-71416c46204c,Mitte,2023-01-04,23.5,0.0,0.0,0.0,0.0,0.0,-8.39,15.11,09/01/2023,#6204C - Mitte - 2023-01-04
#5AFF3,6565c948-9a69-4e07-8bbf-1e9bd4e5aff3,Mitte,2023-01-04,23.5,0.0,0.0,0.0,0.0,0.0,-8.39,15.11,09/01/2023,#5AFF3 - Mitte - 2023-01-04
#61733,25db1b4d-0e3a-4271-b1c3-04275a261733,Mitte,2023-01-04,11.9,0.0,0.0,0.0,0.0,0.0,-4.25,7.65,09/01/2023,#61733 - Mitte - 2023-01-04
#8BDB3,3aeec46a-2044-4552-b20e-e01eee38bdb3,Mitte,2023-01-04,18.2,0.0,0.0,0.0,0.0,0.0,-6.5,11.7,09/01/2023,#8BDB3 - Mitte - 2023-01-04
#A2FD6,7971cd03-a2d6-4150-a483-1365ccba2fd6,Mitte,2023-01-04,18.7,0.0,0.0,0.0,0.0,0.0,-6.68,12.02,09/01/2023,#A2FD6 - Mitte - 2023-01-04
#47379,d401c38a-80c8-4eca-831e-d6a83c347379,Mitte,2023-01-04,19.7,0.0,0.0,0.0,0.0,0.0,-7.03,12.67,09/01/2023,#47379 - Mitte - 2023-01-04
#2D69A,73386499-a5d9-48b9-a488-37bd2f62d69a,Mitte,2023-01-04,24.1,0.0,0.0,0.0,0.0,0.0,-8.6,15.5,09/01/2023,#2D69A - Mitte - 2023-01-04
#4B60B,d4e05627-9134-45d7-85a3-6ae06174b60b,Mitte,2023-01-04,11.9,0.0,0.0,0.0,0.0,0.0,-4.25,7.65,09/01/2023,#4B60B - Mitte - 2023-01-04
#48996,9665698c-4e39-41cb-b6c2-454185648996,Mitte,2023-01-04,19.7,0.0,0.0,0.0,0.0,0.0,-7.03,12.67,09/01/2023,#48996 - Mitte - 2023-01-04
#CE133,3fd3c873-a11a-40b9-ac68-ad95785ce133,Mitte,2023-01-05,29.4,0.0,0.0,0.0,0.0,0.0,-10.5,18.9,09/01/2023,#CE133 - Mitte - 2023-01-05
#224F8,4cc49b68-5091-41e3-8daf-6f04a04224f8,Mitte,2023-01-05,16.3,0.0,0.0,0.0,0.0,0.0,-5.82,10.48,09/01/2023,#224F8 - Mitte - 2023-01-05
#44EF9,ece6230a-e14d-4b2a-b671-0ab22cb44ef9,Mitte,2023-01-05,18.9,0.0,0.0,0.0,0.0,0.0,-6.75,12.15,09/01/2023,#44EF9 - Mitte - 2023-01-05
#7C7F5,319c36aa-3175-4be0-aafc-d83e0d77c7f5,Mitte,2023-01-05,32.7,0.0,0.0,0.0,0.0,0.0,-11.67,21.03,09/01/2023,#7C7F5 - Mitte - 2023-01-05
#1280A,ebb8e8f2-f008-4d67-be6f-c33bea21280a,Mitte,2023-01-05,15.8,0.0,0.0,0.0,0.0,0.0,-5.64,10.16,09/01/2023,#1280A - Mitte - 2023-01-05
#88E8E,87128b8b-ef4f-4fa5-831c-6c2028e88e8e,Mitte,2023-01-05,11.6,0.0,0.0,0.0,0.0,0.0,-4.14,7.46,09/01/2023,#88E8E - Mitte - 2023-01-05
#7CC08,d1684436-5fff-4169-90fd-0eb084c7cc08,Mitte,2023-01-05,31.1,0.0,0.0,0.0,0.0,0.0,-11.1,20.0,09/01/2023,#7CC08 - Mitte - 2023-01-05
#F0F9B,42c2b29a-a7dd-43d5-969d-a09cabaf0f9b,Mitte,2023-01-06,8.1,0.0,0.0,0.0,0.0,0.0,-2.89,5.21,09/01/2023,#F0F9B - Mitte - 2023-01-06
#F274A,907f19ee-f401-48a8-b7d0-e70e6ecf274a,Mitte,2023-01-06,36.3,-5.0,0.0,0.0,0.0,0.0,-11.17,20.13,09/01/2023,#F274A - Mitte - 2023-01-06
#A2212,f20f47dc-016e-48f0-b782-9f46481a2212,Mitte,2023-01-06,28.0,0.0,0.0,0.0,0.0,0.0,-10.0,18.0,09/01/2023,#A2212 - Mitte - 2023-01-06
#D607B,f46be863-5175-4d41-9fc2-cf55941d607b,Mitte,2023-01-06,10.8,0.0,0.0,0.0,0.0,0.0,-3.86,6.94,09/01/2023,#D607B - Mitte - 2023-01-06
#0CE4A,5930062f-1e4e-4ef6-9cc5-4d7603e0ce4a,Mitte,2023-01-07,19.2,0.0,0.0,0.0,0.0,0.0,-6.85,12.35,09/01/2023,#0CE4A - Mitte - 2023-01-07
#278C6,b47f3eb5-da33-4870-81e0-b446969278c6,Mitte,2023-01-07,23.7,0.0,0.0,0.0,0.0,0.0,-8.46,15.24,09/01/2023,#278C6 - Mitte - 2023-01-07
#77D11,ef12554a-9b06-42e5-9b0a-c984cf277d11,Mitte,2023-01-07,31.2,0.0,0.0,0.0,0.0,0.0,-11.14,20.06,09/01/2023,#77D11 - Mitte - 2023-01-07
#08A97,2c11e09b-fed3-43be-aa93-ab8082408a97,Mitte,2023-01-07,15.9,0.0,0.0,0.0,0.0,0.0,-5.68,10.22,09/01/2023,#08A97 - Mitte - 2023-01-07
#5E6A3,ea5f118b-740a-405f-9b8f-c9ac2845e6a3,Mitte,2023-01-07,11.4,0.0,0.0,0.0,0.0,0.0,-4.07,7.33,09/01/2023,#5E6A3 - Mitte - 2023-01-07
#0A8C0,07c38ec6-2613-40c4-be59-1809fc40a8c0,Mitte,2023-01-07,40.3,0.0,0.0,0.0,0.0,0.0,-14.39,25.91,09/01/2023,#0A8C0 - Mitte - 2023-01-07
#37A6A,df67fa0f-2c89-4e6b-883b-9bd14b037a6a,Mitte,2023-01-07,29.0,0.0,0.0,0.0,0.0,0.0,-10.35,18.65,09/01/2023,#37A6A - Mitte - 2023-01-07
#8A15D,ccf259ff-95dd-40cc-bee1-e0531c08a15d,Mitte,2023-01-07,17.3,0.0,0.0,0.0,0.0,0.0,-6.18,11.12,09/01/2023,#8A15D - Mitte - 2023-01-07
#99023,551c2987-b356-4472-9352-6c2732b99023,Mitte,2023-01-07,29.2,0.0,0.0,0.0,0.0,0.0,-10.42,18.78,09/01/2023,#99023 - Mitte - 2023-01-07
#28308,d58f063c-6e9e-4c41-b42d-56e9ab828308,Mitte,2023-01-07,59.8,0.0,0.0,0.0,0.0,0.0,-21.35,38.45,09/01/2023,#28308 - Mitte - 2023-01-07
#F9C56,78d00552-d744-4b06-b3cb-9713aeff9c56,Mitte,2023-01-07,69.2,0.0,0.0,0.0,0.0,0.0,-24.7,44.5,09/01/2023,#F9C56 - Mitte - 2023-01-07
#D7EA3,9492f2a3-9246-4976-bcee-467a6f3d7ea3,Mitte,2023-01-07,19.9,0.0,0.0,0.0,0.0,0.0,-7.1,12.8,09/01/2023,#D7EA3 - Mitte - 2023-01-07
#74799,b3f9c202-eeac-4684-a135-6b9c68e74799,Mitte,2023-01-07,23.9,0.0,0.0,0.0,0.0,0.0,-8.53,15.37,09/01/2023,#74799 - Mitte - 2023-01-07
#F4B7D,d19b37e8-80e8-4f00-9cce-6605081f4b7d,Mitte,2023-01-07,25.4,0.0,0.0,0.0,0.0,0.0,-9.07,16.33,09/01/2023,#F4B7D - Mitte - 2023-01-07
#51ADF,3b003d77-635b-42ec-99de-018f5de51adf,Mitte,2023-01-07,21.7,0.0,0.0,0.0,0.0,0.0,-7.75,13.95,09/01/2023,#51ADF - Mitte - 2023-01-07
#ABE6D,06769fa5-7a19-4bdc-931a-bcaf89eabe6d,Mitte,2023-01-08,34.4,0.0,0.0,0.0,0.0,0.0,-12.28,22.12,09/01/2023,#ABE6D - Mitte - 2023-01-08
#DA55A,59f509d3-a670-41c7-973b-3e122a1da55a,Mitte,2023-01-08,22.1,0.0,0.0,0.0,0.0,0.0,-7.89,14.21,09/01/2023,#DA55A - Mitte - 2023-01-08
#70E6E,12788eae-ec11-4315-886c-d71851170e6e,Mitte,2023-01-08,39.7,0.0,0.0,0.0,0.0,0.0,-14.17,25.53,09/01/2023,#70E6E - Mitte - 2023-01-08
#DE398,eddd8ec4-d9a6-41d8-a830-48cf997de398,Mitte,2023-01-08,9.9,0.0,0.0,0.0,0.0,0.0,-3.53,6.37,09/01/2023,#DE398 - Mitte - 2023-01-08
#8A16A,6c203471-87bd-45a9-bd86-3e51a338a16a,Mitte,2023-01-08,32.3,0.0,0.0,0.0,0.0,0.0,-11.53,20.77,09/01/2023,#8A16A - Mitte - 2023-01-08
#2D088,c1917140-4b65-421e-9bd3-2d60cc52d088,Mitte,2023-01-08,16.3,0.0,0.0,0.0,0.0,0.0,-5.82,10.48,09/01/2023,#2D088 - Mitte - 2023-01-08
#BA36C,29422c7f-8741-4e4b-8fb0-bde22bbba36c,Mitte,2023-01-08,14.4,0.0,0.0,0.0,0.0,0.0,-5.14,9.26,09/01/2023,#BA36C - Mitte - 2023-01-08
#6499E,aeefc94b-ea0f-45c1-bae6-560a02d6499e,Mitte,2023-01-08,21.4,0.0,0.0,0.0,0.0,0.0,-7.64,13.76,09/01/2023,#6499E - Mitte - 2023-01-08
#F7758,3adf27f8-497b-49da-b08f-10c82d1f7758,Mitte,2023-01-08,11.6,0.0,0.0,0.0,0.0,0.0,-4.14,7.46,09/01/2023,#F7758 - Mitte - 2023-01-08
#461A7,4ca983e7-9bd5-4e4d-bda9-7ddfd70461a7,Mitte,2023-01-08,24.4,0.0,0.0,0.0,0.0,0.0,-8.71,15.69,09/01/2023,#461A7 - Mitte - 2023-01-08
#CECF9,d1de3a8c-1b18-4973-80c7-08900b0cecf9,Mitte,2023-01-09,17.2,0.0,0.0,0.0,0.0,0.0,-6.14,11.06,16/01/2023,#CECF9 - Mitte - 2023-01-09
#BC5FC,9d7b8712-e478-4c90-beeb-cc64282bc5fc,Mitte,2023-01-09,20.9,0.0,0.0,0.0,0.0,0.0,-7.46,13.44,16/01/2023,#BC5FC - Mitte - 2023-01-09
#2B612,571ac972-fcef-48ae-9f9a-fd1e97e2b612,Mitte,2023-01-09,15.9,-5.0,0.0,0.0,0.0,0.0,-3.89,7.01,16/01/2023,#2B612 - Mitte - 2023-01-09
#0263E,199273e9-f053-463a-b102-3600c260263e,Mitte,2023-01-09,20.5,0.0,0.0,0.0,0.0,0.0,-7.32,13.18,16/01/2023,#0263E - Mitte - 2023-01-09
#0CD05,0c59c035-1c4e-4af8-bb5f-96ea0ee0cd05,Mitte,2023-01-09,36.4,0.0,0.0,0.0,0.0,0.0,-12.99,23.41,16/01/2023,#0CD05 - Mitte - 2023-01-09
#284FD,91caa272-24c2-478b-96e6-6bc9bdb284fd,Mitte,2023-01-09,18.7,0.0,0.0,0.0,0.0,0.0,-6.68,12.02,16/01/2023,#284FD - Mitte - 2023-01-09
#B52A9,4656ab7c-178e-4b51-b2ff-f7ca6adb52a9,Mitte,2023-01-09,20.3,0.0,0.0,0.0,0.0,0.0,-7.25,13.05,16/01/2023,#B52A9 - Mitte - 2023-01-09
#2B925,d8093f70-72e0-426a-93bf-aca48e42b925,Mitte,2023-01-09,20.3,0.0,0.0,0.0,0.0,0.0,-7.25,13.05,16/01/2023,#2B925 - Mitte - 2023-01-09
#BD779,8ca3ede6-36c3-4b40-a325-7c20942bd779,Mitte,2023-01-10,42.7,0.0,0.0,0.0,0.0,0.0,-15.24,27.46,16/01/2023,#BD779 - Mitte - 2023-01-10
#47107,a19cd6e6-0258-45fb-905b-a9d70ae47107,Mitte,2023-01-10,15.0,-5.0,0.0,0.0,0.0,0.0,-3.57,6.43,16/01/2023,#47107 - Mitte - 2023-01-10
#E350E,00766805-39b2-408f-9bdb-e7e3b7be350e,Mitte,2023-01-10,23.0,0.0,0.0,0.0,0.0,0.0,-8.21,14.79,16/01/2023,#E350E - Mitte - 2023-01-10
#0EDEE,53f89273-5589-48aa-a7cc-154b0b40edee,Mitte,2023-01-10,8.0,0.0,0.0,0.0,0.0,0.0,-2.86,5.14,16/01/2023,#0EDEE - Mitte - 2023-01-10
#2016C,2901bdc7-a88c-4df1-ab7b-ef9e3ba2016c,Mitte,2023-01-10,26.8,0.0,0.0,0.0,0.0,0.0,-9.57,17.23,16/01/2023,#2016C - Mitte - 2023-01-10
#B5262,e78d7f2d-4855-4047-b9bf-7731256b5262,Mitte,2023-01-10,12.5,0.0,0.0,0.0,0.0,0.0,-4.46,8.04,16/01/2023,#B5262 - Mitte - 2023-01-10
#0E1F0,80faccb8-3346-40b9-9ba0-607d5720e1f0,Mitte,2023-01-11,11.9,0.0,0.0,0.0,0.0,0.0,-4.25,7.65,16/01/2023,#0E1F0 - Mitte - 2023-01-11
#0FABE,d318189d-6288-4bd4-8de5-756192d0fabe,Mitte,2023-01-11,22.4,0.0,0.0,0.0,0.0,0.0,-8.0,14.4,16/01/2023,#0FABE - Mitte - 2023-01-11
#F5093,dbfc98b7-dfc2-4963-b549-fce467cf5093,Mitte,2023-01-11,45.1,0.0,0.0,0.0,0.0,0.0,-16.1,29.0,16/01/2023,#F5093 - Mitte - 2023-01-11
#E59A9,62e1965b-8832-43fe-96bd-9273ceae59a9,Mitte,2023-01-11,11.6,0.0,0.0,0.0,0.0,0.0,-4.14,7.46,16/01/2023,#E59A9 - Mitte - 2023-01-11
#5CDCE,8affdf46-070a-419e-8bf0-e5743bc5cdce,Mitte,2023-01-11,27.6,0.0,0.0,0.0,0.0,0.0,-9.85,17.75,16/01/2023,#5CDCE - Mitte - 2023-01-11
#74F80,566983d1-87a2-4598-9c49-ea88f2674f80,Mitte,2023-01-11,28.8,0.0,0.0,0.0,0.0,0.0,-10.28,18.52,16/01/2023,#74F80 - Mitte - 2023-01-11
#DF17C,9f1b5caa-a5b1-453a-9c03-270d121df17c,Mitte,2023-01-11,10.8,0.0,0.0,0.0,0.0,0.0,-3.86,6.94,16/01/2023,#DF17C - Mitte - 2023-01-11
#82A7F,bfc08abe-1abd-4932-b22c-776b07982a7f,Mitte,2023-01-11,19.7,0.0,0.0,0.0,0.0,0.0,-7.03,12.67,16/01/2023,#82A7F - Mitte - 2023-01-11
#6D961,6b70a3cb-d9df-4e7f-87d7-d65339c6d961,Mitte,2023-01-11,28.3,0.0,0.0,0.0,0.0,0.0,-10.1,18.2,16/01/2023,#6D961 - Mitte - 2023-01-11
#252BC,42e746a8-9ffd-44cf-bad3-c6b503a252bc,Mitte,2023-01-11,23.4,0.0,0.0,0.0,0.0,0.0,-8.35,15.05,16/01/2023,#252BC - Mitte - 2023-01-11
#B5318,46a77aa2-6e42-49bb-b1ba-28484cdb5318,Mitte,2023-01-12,18.4,0.0,0.0,0.0,0.0,0.0,-6.57,11.83,16/01/2023,#B5318 - Mitte - 2023-01-12
#8B065,60a0d6c2-fbb1-4a1e-bc41-69daa278b065,Mitte,2023-01-12,10.8,0.0,0.0,0.0,0.0,0.0,-3.86,6.94,16/01/2023,#8B065 - Mitte - 2023-01-12
#32290,ed8488d1-f03a-4650-ae6a-842dd2c32290,Mitte,2023-01-12,18.2,0.0,0.0,0.0,0.0,0.0,-6.5,11.7,16/01/2023,#32290 - Mitte - 2023-01-12
#B6615,1caf9dbd-9634-4676-8d04-e4a595cb6615,Mitte,2023-01-12,53.4,0.0,0.0,0.0,0.0,0.0,-19.06,34.34,16/01/2023,#B6615 - Mitte - 2023-01-12
#08525,285440a6-f861-4114-a2c9-84f06e008525,Mitte,2023-01-13,28.1,0.0,0.0,0.0,0.0,0.0,-10.03,18.07,16/01/2023,#08525 - Mitte - 2023-01-13
#7A094,2c94145d-8b0f-47b4-87da-84194aa7a094,Mitte,2023-01-13,18.3,0.0,0.0,0.0,0.0,0.0,-6.53,11.77,16/01/2023,#7A094 - Mitte - 2023-01-13
#48C4B,8248ef2d-76ee-4051-8991-281f83348c4b,Mitte,2023-01-13,10.9,0.0,0.0,0.0,0.0,0.0,-3.89,7.01,16/01/2023,#48C4B - Mitte - 2023-01-13
#FB15C,e3a0c791-3070-4183-8577-ad50f62fb15c,Mitte,2023-01-13,23.8,0.0,0.0,0.0,0.0,0.0,-8.5,15.3,16/01/2023,#FB15C - Mitte - 2023-01-13
#2BF0F,388a0145-2ba6-47cb-a006-2b096cd2bf0f,Mitte,2023-01-13,21.2,0.0,0.0,0.0,0.0,0.0,-7.57,13.63,16/01/2023,#2BF0F - Mitte - 2023-01-13
#906D4,adba0242-5d12-4579-bc70-8094fe1906d4,Mitte,2023-01-13,44.3,0.0,0.0,0.0,0.0,0.0,-15.82,28.48,16/01/2023,#906D4 - Mitte - 2023-01-13
#1B164,40961e65-2ec0-42f9-8521-462e73b1b164,Mitte,2023-01-13,20.2,0.0,0.0,0.0,0.0,0.0,-7.21,12.99,16/01/2023,#1B164 - Mitte - 2023-01-13
#216C6,e75752cb-1913-4f79-8291-e47a0c8216c6,Mitte,2023-01-13,55.4,0.0,0.0,0.0,0.0,0.0,-19.78,35.62,16/01/2023,#216C6 - Mitte - 2023-01-13
#E7D1F,b7ee4a4c-9b8e-4c58-91a4-dbcfee6e7d1f,Mitte,2023-01-13,34.5,0.0,0.0,0.0,0.0,0.0,-12.32,22.18,16/01/2023,#E7D1F - Mitte - 2023-01-13
#4D88D,eec5e71f-0715-4a77-bd86-84f848e4d88d,Mitte,2023-01-13,18.3,0.0,0.0,0.0,0.0,0.0,-6.53,11.77,16/01/2023,#4D88D - Mitte - 2023-01-13
#621A8,076e180e-4c69-4f72-ad6e-159f4f1621a8,Mitte,2023-01-13,23.8,0.0,0.0,0.0,0.0,0.0,-8.5,15.3,16/01/2023,#621A8 - Mitte - 2023-01-13
#F719B,c0cd949f-b07d-4acc-b40f-d2db0a3f719b,Mitte,2023-01-13,14.4,0.0,0.0,0.0,0.0,0.0,-5.14,9.26,16/01/2023,#F719B - Mitte - 2023-01-13
#45A8C,0ab66472-fd35-41a5-8415-25a2c4345a8c,Mitte,2023-01-14,16.3,0.0,0.0,0.0,0.0,0.0,-5.82,10.48,16/01/2023,#45A8C - Mitte - 2023-01-14
#0D306,6e7fb084-fc66-4b63-be3f-8990d720d306,Mitte,2023-01-14,17.3,0.0,0.0,0.0,0.0,0.0,-6.18,11.12,16/01/2023,#0D306 - Mitte - 2023-01-14
#FDF8B,27f764b2-1c97-477c-a519-2f79437fdf8b,Mitte,2023-01-14,16.3,0.0,0.0,0.0,0.0,0.0,-5.82,10.48,16/01/2023,#FDF8B - Mitte - 2023-01-14
#3E4A3,40a2ea5d-47bb-40ce-b3ef-90502e33e4a3,Mitte,2023-01-14,39.2,0.0,0.0,0.0,0.0,0.0,-13.99,25.21,16/01/2023,#3E4A3 - Mitte - 2023-01-14
