OrderID,WorkflowUUID,Location,OrderDate,GrossAOV,PromotionsOnItems,PriceAdjustments,DeliveryFee,PromotionsOnDelivery,Tips,MarketplaceFee,TotalPayout,PayoutDate,PrimaryKey
#E4F85,42d3807a-5499-4ecb-a115-dc1d6a2e4f85,Charlottenburg,2023-05-19,23.2,-2.08,0.0,0.0,0.0,0.0,-6.66,14.46,22/05/2023,#E4F85 - Charlottenburg - 2023-05-19
#3128B,f25ac3dd-7591-40d2-a2ca-538faf73128b,Charlottenburg,2023-05-19,13.3,-0.7,0.0,0.0,0.0,0.0,-3.97,8.63,22/05/2023,#3128B - Charlottenburg - 2023-05-19
#14228,d6a423c9-f1b1-4a33-bb28-0d4276a14228,Charlottenburg,2023-05-19,19.6,0.0,0.0,0.0,0.0,0.0,-6.18,13.42,22/05/2023,#14228 - Charlottenburg - 2023-05-19
#322C1,671d1bfd-c609-42a3-b369-59c2dfb322c1,Charlottenburg,2023-05-19,11.3,-2.08,0.0,0.0,0.0,0.0,-2.9,6.32,22/05/2023,#322C1 - Charlottenburg - 2023-05-19
#A9082,5e254cc1-b904-4b50-9482-a0da0bca9082,Charlottenburg,2023-05-19,23.2,-2.08,0.0,0.0,0.0,0.0,-6.66,14.46,22/05/2023,#A9082 - Charlottenburg - 2023-05-19
#E88B7,91ce466a-7ff3-4733-afbb-3d27a0be88b7,Charlottenburg,2023-05-19,11.7,0.0,0.0,0.0,0.0,0.0,-3.69,8.01,22/05/2023,#E88B7 - Charlottenburg - 2023-05-19
#49BA8,91522b9f-0d8c-4ccb-b749-21c779d49ba8,Charlottenburg,2023-05-19,16.0,-1.38,0.0,0.0,0.0,0.0,-4.61,10.01,22/05/2023,#49BA8 - Charlottenburg - 2023-05-19
#35A19,70cfd817-c0f4-404d-9684-4ef484235a19,Charlottenburg,2023-05-19,11.8,-1.38,0.0,0.0,0.0,0.0,-3.28,7.14,22/05/2023,#35A19 - Charlottenburg - 2023-05-19
#D1B4D,72b570e8-b120-4f38-9518-a7ca3cad1b4d,Charlottenburg,2023-05-19,18.6,-1.38,0.0,0.0,0.0,0.0,-5.43,11.79,22/05/2023,#D1B4D - Charlottenburg - 2023-05-19
#F6A72,dfb880aa-030d-481a-8a01-ad1edd6f6a72,Charlottenburg,2023-05-19,30.3,-1.38,0.0,0.0,0.0,0.0,-9.12,19.8,22/05/2023,#F6A72 - Charlottenburg - 2023-05-19
#4B86B,fb4795c4-a8ae-4e6b-adc5-41de5884b86b,Charlottenburg,2023-05-19,21.1,0.0,0.0,0.0,0.0,0.0,-6.65,14.45,22/05/2023,#4B86B - Charlottenburg - 2023-05-19
#8C3E2,1cd71a67-0b4a-4353-8d8d-42610418c3e2,Charlottenburg,2023-05-20,16.7,-1.38,0.0,0.0,0.0,0.0,-4.83,10.49,22/05/2023,#8C3E2 - Charlottenburg - 2023-05-20
#81CCB,979f197e-2971-4a6a-81da-86500fc81ccb,Charlottenburg,2023-05-20,16.7,-1.38,0.0,0.0,0.0,0.0,-4.83,10.49,22/05/2023,#81CCB - Charlottenburg - 2023-05-20
#19AF1,4db25414-bbc3-43a9-99f0-5a50d1819af1,Charlottenburg,2023-05-20,15.6,0.0,0.0,0.0,0.0,0.0,-4.91,10.69,22/05/2023,#19AF1 - Charlottenburg - 2023-05-20
#83259,5735531f-8f45-4465-b9c5-ba8e42283259,Charlottenburg,2023-05-20,20.2,-2.08,0.0,0.0,0.0,0.0,-5.71,12.41,22/05/2023,#83259 - Charlottenburg - 2023-05-20
#61361,30043a8c-f861-4f76-ae54-09b2ae161361,Charlottenburg,2023-05-20,22.2,-2.08,0.0,0.0,0.0,0.0,-6.34,13.78,22/05/2023,#61361 - Charlottenburg - 2023-05-20
#CD580,9a8e4c18-fed7-495e-a36f-664ac12cd580,Charlottenburg,2023-05-20,23.0,-2.08,0.0,0.0,0.0,0.0,-6.59,14.33,22/05/2023,#CD580 - Charlottenburg - 2023-05-20
#97342,396bc344-87fc-42bb-b2f2-eab55f797342,Charlottenburg,2023-05-21,13.6,0.0,0.0,0.0,0.0,0.0,-4.28,9.32,22/05/2023,#97342 - Charlottenburg - 2023-05-21
#42500,c25003eb-5c28-44fd-97e7-14dfd4b42500,Charlottenburg,2023-05-21,13.7,0.0,0.0,0.0,0.0,0.0,-4.32,9.38,22/05/2023,#42500 - Charlottenburg - 2023-05-21
#E1BEA,dc93df6c-71d3-4340-bbb0-9886a99e1bea,Charlottenburg,2023-05-21,11.7,0.0,0.0,0.0,0.0,0.0,-3.69,8.01,22/05/2023,#E1BEA - Charlottenburg - 2023-05-21
#0ADA2,c37cbd67-4d74-4c28-8979-47edc370ada2,Charlottenburg,2023-05-21,22.1,-2.08,0.0,0.0,0.0,0.0,-6.32,13.7,22/05/2023,#0ADA2 - Charlottenburg - 2023-05-21
#5B53A,e8f48c72-6662-4332-8f78-0d37ef65b53a,Charlottenburg,2023-05-21,36.8,-2.08,0.0,0.0,0.0,0.0,-10.95,23.77,22/05/2023,#5B53A - Charlottenburg - 2023-05-21
#11426,11297757-2379-4ef1-9252-023f38d11426,Charlottenburg,2023-05-21,22.5,-1.38,0.0,0.0,0.0,0.0,-6.66,14.46,22/05/2023,#11426 - Charlottenburg - 2023-05-21
#F41FB,0de8f43a-8efa-4ec2-861a-ed4401bf41fb,Charlottenburg,2023-05-21,13.3,-0.7,0.0,0.0,0.0,0.0,-3.97,8.63,22/05/2023,#F41FB - Charlottenburg - 2023-05-21
#17686,1e411dc7-81c6-45d5-afe4-9f5091a17686,Charlottenburg,2023-05-21,22.1,-2.08,0.0,0.0,0.0,0.0,-6.32,13.7,22/05/2023,#17686 - Charlottenburg - 2023-05-21
#A9F9F,5430552d-1b8f-4e78-99fa-703105aa9f9f,Charlottenburg,2023-05-22,10.4,-2.08,0.0,0.0,0.0,0.0,-2.62,5.7,29/05/2023,#A9F9F - Charlottenburg - 2023-05-22
#C5F0E,7e41ff2c-ea2e-40d3-813f-d475f40c5f0e,Charlottenburg,2023-05-22,31.5,-2.76,0.0,0.0,0.0,0.0,-9.07,19.67,29/05/2023,#C5F0E - Charlottenburg - 2023-05-22
#36B78,43e8a0ff-35e2-4e87-b03f-a75078c36b78,Charlottenburg,2023-05-22,31.5,-2.08,0.0,0.0,0.0,0.0,-9.28,20.14,29/05/2023,#36B78 - Charlottenburg - 2023-05-22
#2CA86,58157b19-064b-478d-ba86-9c51e762ca86,Charlottenburg,2023-05-22,13.7,0.0,0.0,0.0,0.0,0.0,-4.32,9.38,29/05/2023,#2CA86 - Charlottenburg - 2023-05-22
#654ED,44ac06ee-6639-4720-ad09-8271745654ed,Charlottenburg,2023-05-22,11.7,0.0,0.0,0.0,0.0,0.0,-3.69,8.01,29/05/2023,#654ED - Charlottenburg - 2023-05-22
#34BCC,b47e0603-c1bd-4501-91d6-856fe1a34bcc,Charlottenburg,2023-05-22,29.0,-2.08,0.0,0.0,0.0,0.0,-8.48,18.44,29/05/2023,#34BCC - Charlottenburg - 2023-05-22
#BBC6A,940cd0c7-77c0-4439-a41f-4d60335bbc6a,Charlottenburg,2023-05-22,15.2,-0.7,0.0,0.0,0.0,0.0,-4.57,9.93,29/05/2023,#BBC6A - Charlottenburg - 2023-05-22
#91419,7847407b-a65c-4a07-ab0c-132cb2991419,Charlottenburg,2023-05-22,18.6,-1.38,0.0,0.0,0.0,0.0,-5.43,11.79,29/05/2023,#91419 - Charlottenburg - 2023-05-22
#F8208,c8d2487b-c47a-4ded-bafa-b2a3c13f8208,Charlottenburg,2023-05-23,24.5,-0.7,0.0,0.0,0.0,0.0,-7.51,16.29,29/05/2023,#F8208 - Charlottenburg - 2023-05-23
#CA1CB,8504e5a6-def1-4783-b876-7e15b86ca1cb,Charlottenburg,2023-05-23,24.5,-0.7,0.0,0.0,0.0,0.0,-7.51,16.29,29/05/2023,#CA1CB - Charlottenburg - 2023-05-23
#AE9C9,c6c1f483-3d42-4c0b-b423-5735729ae9c9,Charlottenburg,2023-05-23,23.4,0.0,0.0,0.0,0.0,0.0,-7.38,16.02,29/05/2023,#AE9C9 - Charlottenburg - 2023-05-23
#1A1E4,72b6e41c-4bff-4247-b41b-3ba9e861a1e4,Charlottenburg,2023-05-23,19.2,-3.46,0.0,0.0,0.0,0.0,-4.96,10.78,29/05/2023,#1A1E4 - Charlottenburg - 2023-05-23
#FC0F6,ac57cece-8958-4bc5-ac81-3042825fc0f6,Charlottenburg,2023-05-23,12.3,-2.08,0.0,0.0,0.0,0.0,-3.22,7.0,29/05/2023,#FC0F6 - Charlottenburg - 2023-05-23
#6A941,b712533b-df9b-48ba-8517-4ccda576a941,Charlottenburg,2023-05-23,13.3,-0.7,0.0,0.0,0.0,0.0,-3.97,8.63,29/05/2023,#6A941 - Charlottenburg - 2023-05-23
#BEB1C,0f36b0a9-53ea-4833-95b8-d120f86beb1c,Charlottenburg,2023-05-23,25.5,-1.38,0.0,0.0,0.0,0.0,-7.6,16.52,29/05/2023,#BEB1C - Charlottenburg - 2023-05-23
#703D0,a4961c5d-1555-4495-b3f6-e909159703d0,Charlottenburg,2023-05-23,41.2,0.0,0.0,0.0,0.0,0.0,-12.99,28.21,29/05/2023,#703D0 - Charlottenburg - 2023-05-23
#B8123,4dab6413-4fd9-4921-adec-3d8a5bfb8123,Charlottenburg,2023-05-23,23.3,-3.46,0.0,0.0,0.0,0.0,-6.26,13.58,29/05/2023,#B8123 - Charlottenburg - 2023-05-23
#34B67,9a16b0c6-a1e6-4dee-ba1d-8d5c46d34b67,Charlottenburg,2023-05-23,15.2,0.0,0.0,0.0,0.0,0.0,-4.8,10.4,29/05/2023,#34B67 - Charlottenburg - 2023-05-23
#E5FD0,bd53d85f-0344-4d7b-91b1-89ddcfde5fd0,Charlottenburg,2023-05-23,11.4,-1.38,0.0,0.0,0.0,0.0,-3.17,6.85,29/05/2023,#E5FD0 - Charlottenburg - 2023-05-23
#194E4,bf06eb90-7164-4f21-858f-ba3c0c8194e4,Charlottenburg,2023-05-24,36.4,-0.7,0.0,0.0,0.0,0.0,-11.26,24.44,29/05/2023,#194E4 - Charlottenburg - 2023-05-24
#5673C,a8ec90e4-2382-44a8-a154-1ed9d885673c,Charlottenburg,2023-05-24,16.3,-0.7,0.0,0.0,0.0,0.0,-4.91,10.69,29/05/2023,#5673C - Charlottenburg - 2023-05-24
#4534A,573e5e7e-b2fc-4948-b8ab-88396e44534a,Charlottenburg,2023-05-24,29.5,-2.08,0.0,0.0,0.0,0.0,-8.65,18.77,29/05/2023,#4534A - Charlottenburg - 2023-05-24
#E99A1,1cd0eeb6-26ec-47e0-994e-a082e5ae99a1,Charlottenburg,2023-05-24,18.7,-1.38,0.0,0.0,0.0,0.0,-5.46,11.86,29/05/2023,#E99A1 - Charlottenburg - 2023-05-24
#B14FD,03b11a9a-7171-496d-92f7-40ff790b14fd,Charlottenburg,2023-05-24,38.3,-1.38,0.0,0.0,0.0,0.0,-11.64,25.28,29/05/2023,#B14FD - Charlottenburg - 2023-05-24
#654B9,43670d57-b670-460f-b1e3-32dfdad654b9,Charlottenburg,2023-05-24,13.3,-0.7,0.0,0.0,0.0,0.0,-3.97,8.63,29/05/2023,#654B9 - Charlottenburg - 2023-05-24
#89B6E,09096ff8-7578-4a56-a534-ddd652b89b6e,Charlottenburg,2023-05-24,13.7,0.0,0.0,0.0,0.0,0.0,-4.32,9.38,29/05/2023,#89B6E - Charlottenburg - 2023-05-24
#4EFFA,224da8af-9063-4b6a-bf2f-27e3e5e4effa,Charlottenburg,2023-05-26,16.6,0.0,0.0,0.0,0.0,0.0,-5.24,11.36,29/05/2023,#4EFFA - Charlottenburg - 2023-05-26
#ABAFE,f2933c97-4ee5-41a0-bd82-f4a9483abafe,Charlottenburg,2023-05-26,20.5,0.0,0.0,0.0,0.0,0.0,-6.46,14.04,29/05/2023,#ABAFE - Charlottenburg - 2023-05-26
#D97C4,9c9b5af6-8663-4cf5-b757-e5f7414d97c4,Charlottenburg,2023-05-26,22.1,-2.08,0.0,0.0,0.0,0.0,-6.32,13.7,29/05/2023,#D97C4 - Charlottenburg - 2023-05-26
#835FB,8a1dc270-b200-4c3c-8668-2049c2b835fb,Charlottenburg,2023-05-26,22.1,-2.08,0.0,0.0,0.0,0.0,-6.32,13.7,29/05/2023,#835FB - Charlottenburg - 2023-05-26
#7A56F,8ca7a761-149d-444a-a2a8-6f24fe77a56f,Charlottenburg,2023-05-26,22.5,-1.38,0.0,0.0,0.0,0.0,-6.66,14.46,29/05/2023,#7A56F - Charlottenburg - 2023-05-26
#91DBD,37dade05-bed8-4823-8681-7b8a2a691dbd,Charlottenburg,2023-05-26,21.6,0.0,0.0,0.0,0.0,0.0,-6.81,14.79,29/05/2023,#91DBD - Charlottenburg - 2023-05-26
#C79BB,cd17baf2-c0e4-42d8-bb48-730d5e8c79bb,Charlottenburg,2023-05-26,14.8,-1.38,0.0,0.0,0.0,0.0,-4.24,9.18,29/05/2023,#C79BB - Charlottenburg - 2023-05-26
#AEA33,7fde9deb-1462-49ce-ac81-041af66aea33,Charlottenburg,2023-05-26,28.0,0.0,0.0,0.0,0.0,0.0,-8.83,19.17,29/05/2023,#AEA33 - Charlottenburg - 2023-05-26
#37A02,cd85edff-ac59-4f91-aff9-2cdabfd37a02,Charlottenburg,2023-05-26,20.1,0.0,0.0,0.0,0.0,0.0,-6.34,13.76,29/05/2023,#37A02 - Charlottenburg - 2023-05-26
#77F86,d538d8e7-d797-4e77-b820-b3d466c77f86,Charlottenburg,2023-05-26,14.6,0.0,0.0,0.0,0.0,0.0,-4.61,9.99,29/05/2023,#77F86 - Charlottenburg - 2023-05-26
#EC573,874c5c59-b2aa-4abb-a106-3947d84ec573,Charlottenburg,2023-05-27,23.6,-1.38,0.0,0.0,0.0,0.0,-7.01,15.21,29/05/2023,#EC573 - Charlottenburg - 2023-05-27
#91EF1,58ac96f4-85e9-4f23-8a90-a1b251991ef1,Charlottenburg,2023-05-27,24.3,-2.08,0.0,0.0,0.0,0.0,-7.01,15.21,29/05/2023,#91EF1 - Charlottenburg - 2023-05-27
#9AF8C,3bc184fc-5a2d-4753-9d41-04f68759af8c,Charlottenburg,2023-05-27,13.3,-0.7,0.0,0.0,0.0,0.0,-3.97,8.63,29/05/2023,#9AF8C - Charlottenburg - 2023-05-27
#3516F,68b87229-dd87-49ec-ad79-c1feb5f3516f,Charlottenburg,2023-05-27,13.4,-2.08,0.0,0.0,0.0,0.0,-3.57,7.75,29/05/2023,#3516F - Charlottenburg - 2023-05-27
#D208D,4a73f7f0-e1cc-47b2-acc9-5049739d208d,Charlottenburg,2023-05-27,42.6,-2.08,0.0,0.0,0.0,0.0,-12.78,27.74,29/05/2023,#D208D - Charlottenburg - 2023-05-27
#97E45,3eb15e85-90c5-4323-92af-f4e892297e45,Charlottenburg,2023-05-27,10.8,-1.38,0.0,0.0,0.0,0.0,-2.98,6.44,29/05/2023,#97E45 - Charlottenburg - 2023-05-27
#A738C,3535deef-8ac2-4173-ac95-d2eb971a738c,Charlottenburg,2023-05-27,16.7,-0.7,0.0,0.0,0.0,0.0,-5.05,10.95,29/05/2023,#A738C - Charlottenburg - 2023-05-27
#3B40B,ff6f3f80-b496-4ae2-94b2-867732a3b40b,Charlottenburg,2023-05-27,26.6,-4.16,0.0,0.0,0.0,0.0,-7.08,15.36,29/05/2023,#3B40B - Charlottenburg - 2023-05-27
#21730,ef31d814-f295-42dd-a5e6-b97f69021730,Charlottenburg,2023-05-27,16.2,-0.7,0.0,0.0,0.0,0.0,-4.89,10.61,29/05/2023,#21730 - Charlottenburg - 2023-05-27
#77F15,339ec735-596c-457e-861d-05b682777f15,Charlottenburg,2023-05-28,69.3,-2.1,0.0,0.0,0.0,0.0,-21.19,46.01,29/05/2023,#77F15 - Charlottenburg - 2023-05-28
#C40EB,98220e63-9992-47ed-b3de-e9cb980c40eb,Charlottenburg,2023-05-28,39.6,-0.7,0.0,0.0,0.0,0.0,-12.27,26.63,29/05/2023,#C40EB - Charlottenburg - 2023-05-28
#EE7C8,e8f62741-50fc-4ec9-ac05-c4d26f7ee7c8,Charlottenburg,2023-05-28,18.5,-2.08,0.0,0.0,0.0,0.0,-5.18,11.24,29/05/2023,#EE7C8 - Charlottenburg - 2023-05-28
#22C93,b1a45fd0-a6d7-4e90-b3d5-a4c553d22c93,Charlottenburg,2023-05-28,36.6,0.0,0.0,0.0,0.0,0.0,-11.54,25.06,29/05/2023,#22C93 - Charlottenburg - 2023-05-28
#927E3,98390632-012f-4c46-904d-fe55fba927e3,Charlottenburg,2023-05-28,27.9,-2.08,0.0,0.0,0.0,0.0,-8.14,17.68,29/05/2023,#927E3 - Charlottenburg - 2023-05-28
#6B63F,7ae8e62f-d317-49f1-877b-018e1516b63f,Charlottenburg,2023-05-28,13.3,-0.7,0.0,0.0,0.0,0.0,-3.97,8.63,29/05/2023,#6B63F - Charlottenburg - 2023-05-28
#1ECC0,e46406a8-c5f9-4bc1-b662-86627fc1ecc0,Charlottenburg,2023-05-28,34.9,-0.7,0.0,0.0,0.0,0.0,-10.78,23.42,29/05/2023,#1ECC0 - Charlottenburg - 2023-05-28
#25C4C,2d287f01-ca39-4f5a-b4ed-33b0a1525c4c,Charlottenburg,2023-05-28,31.0,-0.7,0.0,0.0,0.0,0.0,-9.56,20.74,29/05/2023,#25C4C - Charlottenburg - 2023-05-28
#E3D5D,dd83842a-5d4b-4e2a-b898-838fb1ae3d5d,Charlottenburg,2023-05-28,11.3,-2.08,0.0,0.0,0.0,0.0,-2.9,6.32,29/05/2023,#E3D5D - Charlottenburg - 2023-05-28
#2D42C,c1da2fee-90d2-41ae-b803-b2931bd2d42c,Charlottenburg,2023-05-30,28.0,0.0,0.0,0.0,0.0,0.0,-8.83,19.17,05/06/2023,#2D42C - Charlottenburg - 2023-05-30
#7C5BD,5cbb9bb1-2edc-4ef7-ae7d-15cf6157c5bd,Charlottenburg,2023-05-30,19.3,0.0,0.0,0.0,-3.99,0.0,-6.08,9.23,05/06/2023,#7C5BD - Charlottenburg - 2023-05-30
#FCBD0,af13ee78-6d1a-4a7f-b888-5da28ecfcbd0,Charlottenburg,2023-05-30,32.0,0.0,0.0,0.0,-3.99,0.0,-10.09,17.92,05/06/2023,#FCBD0 - Charlottenburg - 2023-05-30
#EF431,141d2b11-c285-4928-b8c9-931b248ef431,Charlottenburg,2023-05-30,19.3,0.0,0.0,0.0,-0.99,0.0,-6.08,12.23,05/06/2023,#EF431 - Charlottenburg - 2023-05-30
#922AD,9ed66640-3d5d-45c6-9101-3ef3149922ad,Charlottenburg,2023-05-30,33.3,0.0,0.0,0.0,-2.99,0.0,-10.5,19.81,05/06/2023,#922AD - Charlottenburg - 2023-05-30
#BF1AA,92b6157b-53fd-472f-b898-702c31dbf1aa,Charlottenburg,2023-05-31,15.2,0.0,0.0,0.0,-3.99,0.0,-4.8,6.41,05/06/2023,#BF1AA - Charlottenburg - 2023-05-31
#0463E,4f9c6f28-613e-4fc4-a04c-5e73ddd0463e,Charlottenburg,2023-05-31,17.6,0.0,0.0,0.0,-1.49,0.0,-5.55,10.56,05/06/2023,#0463E - Charlottenburg - 2023-05-31
#215A5,5ad59de4-d46a-4418-ab0e-bee1736215a5,Charlottenburg,2023-05-31,28.0,0.0,0.0,0.0,0.0,0.0,-8.83,19.17,05/06/2023,#215A5 - Charlottenburg - 2023-05-31
#5C4D3,7853d65d-ad29-465f-aace-71508425c4d3,Charlottenburg,2023-05-31,17.7,0.0,0.0,0.0,-1.49,0.0,-5.58,10.63,05/06/2023,#5C4D3 - Charlottenburg - 2023-05-31
#CB7AB,5b255a06-13d4-4863-a657-67a9650cb7ab,Charlottenburg,2023-05-31,30.3,0.0,0.0,0.0,-1.99,0.0,-9.56,18.75,05/06/2023,#CB7AB - Charlottenburg - 2023-05-31
#31848,446eba1f-3bb3-4b16-9470-1baabc031848,Charlottenburg,2023-05-31,21.5,0.0,0.0,0.0,0.0,0.0,-6.78,14.72,05/06/2023,#31848 - Charlottenburg - 2023-05-31
#693EF,7dfd17bc-5781-4d10-b8c5-e0d6b47693ef,Charlottenburg,2023-05-31,20.5,0.0,0.0,0.0,-0.99,0.0,-6.46,13.05,05/06/2023,#693EF - Charlottenburg - 2023-05-31
#5E143,08e9baa3-de1f-4cd1-9167-94d28d35e143,Charlottenburg,2023-05-31,21.2,0.0,0.0,0.0,-3.99,0.0,-6.69,10.52,05/06/2023,#5E143 - Charlottenburg - 2023-05-31
#04049,34ffd730-2a76-4a0f-99a3-22fbb0104049,Friedrichshain,2023-04-30,19.2,-2.08,0.0,0.0,0.0,0.0,-5.7,11.42,01/05/2023,#04049 - Friedrichshain - 2023-04-30
#F7D8C,37368ac4-7026-4b76-95da-4864cd4f7d8c,Friedrichshain,2023-05-01,13.4,-2.08,0.0,0.0,0.0,0.0,-3.77,7.55,08/05/2023,#F7D8C - Friedrichshain - 2023-05-01
#35DF9,7a29ccde-7823-489b-bcdd-560164d35df9,Friedrichshain,2023-05-01,16.7,-1.38,0.0,0.0,0.0,0.0,-5.11,10.21,08/05/2023,#35DF9 - Friedrichshain - 2023-05-01
#5B428,5690fc15-1ede-41d2-a436-34376815b428,Friedrichshain,2023-05-01,13.3,-0.7,0.0,0.0,0.0,0.0,-4.2,8.4,08/05/2023,#5B428 - Friedrichshain - 2023-05-01
#584FD,3d4b2f5e-2ab7-49c5-b3e3-2f8e54b584fd,Friedrichshain,2023-05-01,21.5,0.0,0.0,0.0,0.0,0.0,-3.33,18.17,08/05/2023,#584FD - Friedrichshain - 2023-05-01
#228A2,fa217340-757f-4451-8ec3-545cbfd228a2,Friedrichshain,2023-05-01,18.2,-0.7,0.0,0.0,0.0,0.0,-5.83,11.67,08/05/2023,#228A2 - Friedrichshain - 2023-05-01
#F0437,30009857-622b-41b4-9a21-b560919f0437,Friedrichshain,2023-05-01,20.6,-1.38,0.0,0.0,0.0,0.0,-6.4,12.82,08/05/2023,#F0437 - Friedrichshain - 2023-05-01
#9042C,46d985dd-56cc-4dca-a23f-11fd7539042c,Friedrichshain,2023-05-01,14.4,-0.7,0.0,0.0,0.0,0.0,-4.57,9.13,08/05/2023,#9042C - Friedrichshain - 2023-05-01
#B1AB7,4aaac20f-8da7-4ff3-ace9-f743339b1ab7,Friedrichshain,2023-05-01,22.6,0.0,0.0,0.0,0.0,0.0,-7.53,15.07,08/05/2023,#B1AB7 - Friedrichshain - 2023-05-01
#00EF0,678017af-76a3-4fd2-b512-db4926300ef0,Friedrichshain,2023-05-01,16.7,-1.38,0.0,0.0,0.0,0.0,-5.11,10.21,08/05/2023,#00EF0 - Friedrichshain - 2023-05-01
#A5B67,504e9f9e-09e1-46ed-a3d8-5e16264a5b67,Friedrichshain,2023-05-01,82.6,-2.76,0.0,0.0,0.0,0.0,-26.61,53.23,08/05/2023,#A5B67 - Friedrichshain - 2023-05-01
#17F68,ac49bf3f-2872-44da-9abf-b70832617f68,Friedrichshain,2023-05-01,30.8,-0.7,0.0,0.0,0.0,0.0,-10.03,20.07,08/05/2023,#17F68 - Friedrichshain - 2023-05-01
#F96F3,f58a799d-7b01-4073-b9d1-a627f28f96f3,Friedrichshain,2023-05-01,34.8,-0.7,0.0,0.0,0.0,0.0,-11.36,22.74,08/05/2023,#F96F3 - Friedrichshain - 2023-05-01
#6513C,abd8afd2-038d-44f3-b99e-f4bdd616513c,Friedrichshain,2023-05-01,9.9,-1.38,0.0,0.0,0.0,0.0,-1.32,7.2,08/05/2023,#6513C - Friedrichshain - 2023-05-01
#B3FF6,36d1f085-307f-43b1-a3ca-746da47b3ff6,Friedrichshain,2023-05-01,19.2,-2.08,0.0,0.0,0.0,0.0,-5.7,11.42,08/05/2023,#B3FF6 - Friedrichshain - 2023-05-01
#56A25,34d4d4b6-162b-415e-9bac-469d2d556a25,Friedrichshain,2023-05-01,31.5,-1.4,0.0,0.0,0.0,0.0,-10.03,20.07,08/05/2023,#56A25 - Friedrichshain - 2023-05-01
#CE995,71ce87c1-59b5-4c36-9d76-de785b4ce995,Friedrichshain,2023-05-01,13.4,-2.08,0.0,0.0,0.0,0.0,-3.77,7.55,08/05/2023,#CE995 - Friedrichshain - 2023-05-01
#B20E6,89dde05d-e0b5-4e5e-bc21-61987d6b20e6,Friedrichshain,2023-05-01,25.0,-0.7,0.0,0.0,0.0,0.0,-8.09,16.21,08/05/2023,#B20E6 - Friedrichshain - 2023-05-01
#DD9F1,999b6173-77aa-4607-bb19-90348e8dd9f1,Friedrichshain,2023-05-01,23.1,-0.7,0.0,0.0,0.0,0.0,-7.46,14.94,08/05/2023,#DD9F1 - Friedrichshain - 2023-05-01
#D4C9F,690bf3f7-98ec-4788-9fcd-9c37dd9d4c9f,Friedrichshain,2023-05-01,23.5,0.0,0.0,0.0,0.0,0.0,-7.83,15.67,08/05/2023,#D4C9F - Friedrichshain - 2023-05-01
#BA18C,9d0f0271-5047-4b37-9ece-11d0c4eba18c,Friedrichshain,2023-05-02,22.5,-1.38,0.0,0.0,0.0,0.0,-7.03,14.09,08/05/2023,#BA18C - Friedrichshain - 2023-05-02
#83439,acc6c9f5-69a8-4b2e-a010-9d88ef583439,Friedrichshain,2023-05-02,33.9,0.0,0.0,0.0,0.0,0.0,-11.29,22.61,08/05/2023,#83439 - Friedrichshain - 2023-05-02
#AFC9A,a7f24981-6197-432e-8908-594b410afc9a,Friedrichshain,2023-05-02,16.7,-1.38,0.0,0.0,0.0,0.0,-5.11,10.21,08/05/2023,#AFC9A - Friedrichshain - 2023-05-02
#93554,e62324bd-a5e9-4dd9-bb5c-58be37193554,Friedrichshain,2023-05-02,30.3,0.0,0.0,0.0,0.0,0.0,-10.09,20.21,08/05/2023,#93554 - Friedrichshain - 2023-05-02
#B795C,3e3f01ae-e2db-4ff6-ad7b-4670121b795c,Friedrichshain,2023-05-02,20.6,-1.38,0.0,0.0,0.0,0.0,-6.4,12.82,08/05/2023,#B795C - Friedrichshain - 2023-05-02
#4A1FC,55ad3983-a51d-4d99-be77-c9ec4214a1fc,Friedrichshain,2023-05-03,13.8,-2.76,0.0,0.0,0.0,0.0,-3.68,7.36,08/05/2023,#4A1FC - Friedrichshain - 2023-05-03
#27775,42c03548-36fa-4fee-a708-cf049bf27775,Friedrichshain,2023-05-03,10.8,-1.38,0.0,0.0,0.0,0.0,-3.14,6.28,08/05/2023,#27775 - Friedrichshain - 2023-05-03
#7E964,502b1207-9b46-414b-bc26-854a55d7e964,Friedrichshain,2023-05-03,10.7,0.0,0.0,0.0,0.0,0.0,-3.57,7.13,08/05/2023,#7E964 - Friedrichshain - 2023-05-03
#F9129,a7db5223-eef4-46d7-9b01-b6c85ebf9129,Friedrichshain,2023-05-03,23.5,-1.38,0.0,0.0,0.0,0.0,-7.37,14.75,08/05/2023,#F9129 - Friedrichshain - 2023-05-03
#EF8E1,be0701c0-13b9-49d0-a6ab-19b7006ef8e1,Friedrichshain,2023-05-03,54.2,-1.38,0.0,0.0,0.0,0.0,-17.6,35.22,08/05/2023,#EF8E1 - Friedrichshain - 2023-05-03
#B771B,d9d9bbc0-b224-42d3-a234-5653cbdb771b,Friedrichshain,2023-05-03,23.5,-1.38,0.0,0.0,0.0,0.0,-7.37,14.75,08/05/2023,#B771B - Friedrichshain - 2023-05-03
#F620C,182a0176-531c-4dc9-8f20-82fdc94f620c,Friedrichshain,2023-05-03,9.5,0.0,0.0,0.0,0.0,0.0,-3.17,6.33,08/05/2023,#F620C - Friedrichshain - 2023-05-03
#D5120,5b854779-9c79-4c54-88d4-422d823d5120,Friedrichshain,2023-05-04,13.4,-2.08,0.0,0.0,0.0,0.0,-3.77,7.55,08/05/2023,#D5120 - Friedrichshain - 2023-05-04
